Date,FQAL,FTCS,JQUA,MOAT,PSET,QUAL,SPHQ,XMHQ,XSHQ
21/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
22/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
23/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
26/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
27/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
28/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
29/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
30/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
03/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
05/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
06/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
07/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
10/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
11/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
12/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
13/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
14/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
17/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
18/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
19/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
20/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
21/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
24/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
25/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
26/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
27/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
28/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
31/07/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
01/08/2017,30568461,451073595,0,1266037924,7357313,3465572292,1276110453,26675531,1267704
02/08/2017,30568461,451073595,0,1266037924,7357313,3465572292,1276110453,26675531,1267704
03/08/2017,30568461,451073595,0,1266037924,7357313,3465572292,1276110453,26675531,1267704
