Date,DWAS,DWPP,FDMO,FV,FVC,JMOM,MMTM,MTUM,ONEO,PDP,PEZ,PFI,PRN,PSL,PTF,PTH,PUI,PXI,PYZ,SPMO,XMMO,XSMO
31/08/2012,25.15504646,0,0,0,0,0,0,0,0,26.51618385,28.31750488,17.63876915,27.46096802,30.02454758,26.32543755,32.28479767,13.59833336,36.3257637,33.20912933,0,20.76735115,16.33871078
28/09/2012,25.84729767,0,0,0,0,0,0,0,0,26.6883049,28.72987556,18.39455795,28.1739521,30.55483627,26.0898571,33.6267128,14.166152,37.52507782,34.55688477,0,21.07185173,16.73583412
31/10/2012,25.13554955,0,0,0,0,0,52.24110413,0,0,26.55268669,28.13612747,18.34177971,28.93928909,30.06523514,24.78536797,32.35387039,14.07850838,36.71874237,34.33068466,0,20.722229,16.4048996
30/11/2012,25.56454849,0,0,0,0,0,51.81700897,0,0,27.14361,28.77775955,18.33298111,29.61851883,30.99910164,25.07961082,32.66961288,13.67216778,37.33900452,35.50701523,0,21.24193382,16.54673386
31/12/2012,26.04223061,0,0,0,0,0,52.66833115,0,0,27.2150898,28.69921875,18.70932961,30.78679657,30.43157959,25.85235023,32.69822693,13.91770363,38.36792374,36.93994904,0,21.90724564,16.95330238
31/01/2013,28.1558876,0,0,0,0,0,54.80846405,0,0,28.50175667,30.24322701,19.72662926,32.81861496,32.17208481,27.27487183,35.33839798,14.4483633,42.72443771,39.27779007,0,23.40630913,18.06903076
28/02/2013,28.90303802,0,0,0,0,0,55.61754227,0,0,28.88191414,30.66782761,19.94777679,33.71841049,33.43626404,27.96637535,36.28487015,14.46443844,43.58324432,38.90338135,0,23.55811691,18.19194603
29/03/2013,30.82109642,0,0,0,0,0,57.47045517,0,0,30.13934517,32.14445114,20.87565804,36.33074188,35.34505081,29.01350975,38.33722305,15.07931709,44.45224762,39.72038651,0,24.24123955,18.82544899
30/04/2013,30.83093262,0,0,0,0,0,58.75340271,46.97426605,0,30.94838715,32.87830353,21.23084068,35.54705429,36.39997482,28.67763519,38.54644775,15.95874214,43.37679291,39.57418823,0,24.68716431,18.62689018
31/05/2013,32.24708176,0,0,0,0,0,60.82183838,47.11925507,0,31.04586029,34.92535019,21.97671127,37.15314484,36.7027092,29.93221664,40.7283287,15.43431091,44.64045715,40.72550201,0,25.07616043,19.38331032
28/06/2013,32.08799744,0,0,0,0,0,59.63368607,46.7288208,0,30.48609924,34.80152512,21.8867569,36.74559021,36.6824379,29.64574051,40.30284882,15.47844028,42.79737091,38.94945908,0,24.54534531,19.20305824
31/07/2013,34.82517624,0,0,0,0,0,62.72708893,49.52145767,0,32.07727432,37.25069427,23.33337402,39.64221954,38.85811615,31.88818359,43.23014832,16.30633163,44.6866684,41.20764542,0,25.56370735,20.56114006
30/08/2013,34.17534637,0,0,0,0,0,61.19353485,47.75671768,0,31.37442398,36.69890594,22.39574814,38.29562759,37.01432037,30.89044952,41.62163162,15.49466801,43.98492813,40.42737961,0,24.71666145,19.96282578
30/09/2013,36.37099457,0,0,0,0,0,63.22328949,49.19554901,0,33.07646942,38.41784668,23.22507858,41.27676392,38.32759476,32.06600189,43.08821487,15.77823544,44.8493576,42.47364044,0,25.9376545,21.05157661
31/10/2013,36.63683319,0,0,0,0,0,66.32732391,51.93471909,0,33.90705872,39.45433807,24.29094505,43.61465073,39.96425247,33.15264893,44.60709763,16.61427498,48.47045517,44.50538635,0,27.01958275,21.58646011
29/11/2013,38.57648849,0,0,0,0,0,68.46406555,53.5690918,0,35.02100754,39.97743225,26.11813736,45.55481339,40.71323776,34.36771774,47.50495911,16.52411652,49.07397461,45.3052063,0,27.30682373,22.13089752
31/12/2013,39.09278488,0,0,0,0,0,69.67777252,55.00343323,0,35.83760071,39.95230103,26.29433441,46.34286118,40.96773148,35.12031937,47.31000137,17.05058098,50.05886459,47.05194473,0,27.92629242,22.59892082
