Date,BFOR,CLRG,CSM,CSML,DEUS,DVLU,DVOL,FAB,FAD,FEX,FLQL,FLQM,FLQS,FNK,FNX,FNY,FTA,FTC,FTXG,FTXH,FTXL,FTXN,FTXO,FTXR,FXD,FXG,FXH,FXL,FXN,FXO,FXR,FXU,FXZ,FYC,FYT,FYX,GRES,GSLC,GSSC,JHMA,JHMC,JHME,JHMF,JHMH,JHMI,JHML,JHMM,JHMS,JHMT,JHMU,JHSC,JPME,JPSE,JPUS,JSMD,KNG,LRGF,MFUS,OMFL,OMFS,PBE,PBJ,PBS,PEJ,PJP,PKB,PSC,PSI,PSJ,PWC,PXE,PXJ,PXQ,QARP,QLC,QUS,SMLF,SPGP,SPVM,SQLV,TILT,TUSA,ULVM,USEQ,USMC,USMF,USVM,VALQ,VSMV,VUSE,XSVM
9/29/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.20880318,12.51598835,13.11834908,14.53782558,14.35159206,13.53043461,0,15.84672737,18.21780968,39.37761307,13.19884968,15.68994904,15.25708389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75716877
10/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.96137238,12.98614883,13.837533,15.3914423,14.77999687,14.25217819,0,15.80041409,19.12421799,40.86023331,13.87610722,16.55688286,16.02232933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.47882938
11/30/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0194664,13.09963703,14.15616226,15.49703407,14.95300579,15.01046276,0,16.2634964,19.32342529,41.53034973,14.93712997,17.57682037,16.71105194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02977943
12/29/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.13834381,13.37416172,14.75071049,15.85857677,15.02269459,15.06528282,0,15.92082024,19.14413452,42.32579422,14.22083759,16.89686966,16.76844215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.09237862
1/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.93232727,13.59407616,15.19769859,15.91153049,15.7416048,15.60430527,0,16.16161919,19.6521244,42.99804306,14.29628658,16.64188766,17.06497383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.22466469
2/28/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18675613,13.56150055,14.84193516,15.97331047,15.09707165,16.03369904,0,16.80993652,19.38319016,42.52746201,14.16802692,16.72687531,17.26585388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.87449646
3/30/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39009094,14.01268101,14.67772961,16.03109741,14.92884159,16.20728302,0,16.38390541,19.93101883,43.07047272,15.29966259,17.83180428,17.22759247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28041172
4/30/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.67789268,14.29832077,15.01525688,16.21668053,16.22736168,17.10261536,0,17.63422203,20.3194809,44.86263275,16.00881958,19.27671242,17.84935188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56882572
5/31/2007,0,0,0,0,0,0,0,24.39119148,28.71483231,25.65736961,0,0,0,0,27.27796364,0,23.54470062,27.65118027,0,0,0,0,0,0,18.05407143,16.44740486,20.09651566,19.30933952,17.45048904,15.57867718,18.38082695,12.7308073,16.64997292,0,0,27.96866226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7069397,14.52683449,15.73591709,16.80879402,16.40104294,18.58264351,0,17.82872581,20.91711235,45.93958664,17.3969574,21.22307587,18.82504272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2859621
6/29/2007,0,0,0,0,0,0,0,24.32635307,28.69583893,25.11916542,0,0,0,0,26.72018623,0,23.3434639,27.57768631,0,0,0,0,0,0,18.08994865,16.33329773,19.68922234,19.87585449,17.65695,15.18690681,17.51825714,12.24116421,16.84643364,0,0,27.43185616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.73866844,14.45675278,15.63823986,16.58673668,15.84735298,18.5742836,0,18.00469398,20.32944107,45.06587601,17.37671089,21.86053467,18.82504272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02699089
