Date,Adj Close
31/10/2012,1412.160034
30/11/2012,1416.180054
31/12/2012,1426.189941
31/01/2013,1498.109985
28/02/2013,1514.680054
29/03/2013,1569.189941
30/04/2013,1597.569946
31/05/2013,1630.73999
28/06/2013,1606.280029
31/07/2013,1685.72998
30/08/2013,1632.969971
30/09/2013,1681.550049
31/10/2013,1756.540039
29/11/2013,1805.810059
31/12/2013,1848.359985
31/01/2014,1782.589966
28/02/2014,1859.449951
31/03/2014,1872.339966
30/04/2014,1883.949951
30/05/2014,1923.569946
30/06/2014,1960.22998
31/07/2014,1930.670044
29/08/2014,2003.369995
30/09/2014,1972.290039
31/10/2014,2018.050049
28/11/2014,2067.560059
31/12/2014,2058.899902
30/01/2015,1994.98999
27/02/2015,2104.5
31/03/2015,2067.889893
30/04/2015,2085.51001
29/05/2015,2107.389893
30/06/2015,2063.110107
31/07/2015,2103.840088
31/08/2015,1972.180054
30/09/2015,1920.030029
30/10/2015,2079.360107
30/11/2015,2080.409912
31/12/2015,2043.939941
29/01/2016,1940.23999
29/02/2016,1932.22998
31/03/2016,2059.73999
29/04/2016,2065.300049
31/05/2016,2096.949951
30/06/2016,2098.860107
29/07/2016,2173.600098
31/08/2016,2170.949951
30/09/2016,2168.27002
31/10/2016,2126.149902
30/11/2016,2198.810059
30/12/2016,2238.830078
31/01/2017,2278.870117
28/02/2017,2363.639893
31/03/2017,2362.719971
28/04/2017,2384.199951
31/05/2017,2411.800049
30/06/2017,2423.409912
31/07/2017,2470.300049
31/08/2017,2471.649902
29/09/2017,2519.360107
31/10/2017,2575.26001
30/11/2017,2647.580078
29/12/2017,2673.610107
31/01/2018,2823.810059
28/02/2018,2713.830078
30/03/2018,2640.870117
30/04/2018,2648.050049
31/05/2018,2705.27002
29/06/2018,2718.370117
31/07/2018,2816.290039
31/08/2018,2901.52002
28/09/2018,2913.97998
31/10/2018,2711.73999
30/11/2018,2760.169922
31/12/2018,2506.850098
31/01/2019,2704.100098
28/02/2019,2784.48999
29/03/2019,2834.399902
30/04/2019,2945.830078
31/05/2019,2752.060059
28/06/2019,2941.76001
31/07/2019,2980.379883
30/08/2019,2926.459961
30/09/2019,2976.73999
31/10/2019,3037.560059
29/11/2019,3140.97998
31/12/2019,3230.780029
31/01/2020,3225.52002
28/02/2020,2954.219971
31/03/2020,2584.590088
30/04/2020,2912.429932
29/05/2020,3044.310059
30/06/2020,3100.290039
31/07/2020,3271.120117
31/08/2020,3500.310059
30/09/2020,3363
30/10/2020,3269.959961
30/11/2020,3621.629883
31/12/2020,3756.070068
29/01/2021,3714.23999
26/02/2021,3811.149902
31/03/2021,3972.889893
30/04/2021,4181.169922
31/05/2021,4204.109863
30/06/2021,4297.5
30/07/2021,4395.259766
31/08/2021,4522.680176
30/09/2021,4307.540039
29/10/2021,4605.379883
30/11/2021,4567
31/12/2021,4766.180176
