Date,CFA,CFO,CSA,CSF,DEF,FDLO,JMIN,LGLV,ONEV,RBUS,SMLV,SMMV,SPLV,SPMV,USMV,XMLV,XRLV,XSLV
4/30/2013,0,0,0,0,28.46956825,0,0,49.0137291,0,0,46.86681747,0,26.76690865,0,28.45126534,23.30561447,0,22.14487267
5/31/2013,0,0,0,0,27.77727699,0,0,48.61598206,0,0,47.15076828,0,25.80051422,0,27.78372765,22.95470047,0,22.4024601
6/28/2013,0,0,0,0,27.82855606,0,0,48.28137589,0,0,46.93418884,0,26.0028553,0,27.66836739,22.86069298,0,22.55908775
7/31/2013,0,0,0,0,28.63195801,0,0,50.46793365,0,0,49.9663353,0,27.09202576,0,28.68776894,23.82289505,0,24.18654823
8/30/2013,0,0,0,0,27.70035172,0,0,48.08889389,0,0,47.52858353,0,25.72628593,0,27.75331879,22.43974113,0,22.80946159
9/30/2013,0,0,0,0,28.37555122,0,0,49.2508812,0,0,50.10945892,0,26.25119781,0,28.45750427,23.13990974,0,23.93286896
10/31/2013,0,0,0,0,29.52937698,0,0,52.17990112,0,0,52.26046371,0,27.46979332,0,29.80202103,24.49397659,0,25.15504074
11/29/2013,0,0,0,0,29.59775543,0,0,53.04000854,0,0,53.58591461,0,27.77392387,0,30.19596291,24.31285858,0,26.02563858
12/31/2013,0,0,0,0,29.89449692,0,0,53.8443718,0,0,54.91749191,0,28.08677483,0,30.58035088,24.637743,0,26.23814583
1/31/2014,0,0,0,0,29.09858894,0,0,52.97780609,0,0,53.22819901,0,27.36410141,0,29.65001678,24.56827545,0,25.52923393
2/28/2014,0,0,0,0,30.08690834,0,0,54.64790344,0,0,55.54516602,0,28.40241814,0,30.95076942,25.67987823,0,26.36473656
3/31/2014,0,0,0,0,30.69914246,0,0,55.60395432,0,0,56.22829056,0,29.00760841,0,31.2129097,26.0134697,0,26.91301155
4/30/2014,0,0,0,0,31.95859718,0,0,56.21368408,0,0,54.74983215,0,29.54541779,0,31.62849045,25.90013885,0,26.1675396
5/30/2014,0,0,0,0,32.35217667,0,0,57.51231766,0,0,55.02217865,0,29.86214256,0,31.99214745,26.37960434,0,26.40473938
6/30/2014,0,0,0,0,33.18306351,0,0,57.77495575,0,0,57.82213211,0,30.52176094,0,32.39021683,27.37966347,0,27.25124741
7/31/2014,31.28560638,31.21577644,0,0,32.72826004,0,0,57.09038925,0,0,54.98817062,0,29.30109406,0,31.9289875,26.2242527,0,26.13529778
8/29/2014,32.32204056,32.49456406,0,33.66386414,34.08391953,0,0,58.54708481,0,0,57.61859512,0,30.42881966,0,33.19953156,27.25711823,0,26.93605614
9/30/2014,32.40664291,31.83147049,0,32.31523514,32.87694931,0,0,58.32507324,0,0,55.10523605,0,30.16646004,0,32.93937683,26.23183441,0,25.74126434
10/31/2014,32.58138275,32.63324738,0,34.41097641,33.69034195,0,0,60.8059845,0,0,59.89732742,0,31.64051819,0,34.33807373,27.99059486,0,28.1459465
11/28/2014,34.09871292,33.62855911,0,34.91063309,33.92649078,0,0,62.30251312,0,0,60.76289749,0,32.55344391,0,35.56193542,28.55339432,0,28.0860405
12/31/2014,33.61273193,33.90576172,0,35.54078293,33.82347488,0,0,63.04941559,0,0,62.18006134,0,32.93996811,0,35.57544327,29.15758705,0,29.06819153
1/30/2015,33.02189255,32.78665924,0,33.69415665,34.52289963,0,0,62.34782791,0,0,60.26607895,0,32.75294113,0,35.39966965,29.53890038,0,28.65292168
2/27/2015,34.72977448,34.71963501,0,35.72637177,34.71120453,0,0,63.49738693,0,0,62.2518158,0,33.23160172,0,36.69156647,29.76060104,0,29.17200279
3/31/2015,34.53946686,34.49588013,0,36.45795822,34.4960022,0,0,62.88814545,0,0,63.137043,0,33.11543655,0,36.41706467,30.16030502,0,29.66926765
4/30/2015,34.15054703,34.20005798,0,35.639534,34.86364746,0,0,62.03831482,0,0,61.42783356,0,32.43990707,0,36.2052269,29.41341591,22.233078,28.56686211
5/29/2015,34.62280655,34.67298508,0,35.90925217,34.61257172,0,0,63.01561737,0,0,61.59555817,0,32.74478531,0,36.57592392,29.92023468,22.69878006,28.6797123
6/30/2015,34.13317108,34.17692566,0,36.54600906,33.27649307,0,0,62.05321121,0,0,62.06835556,0,32.18386078,0,35.75976563,29.67102814,22.4665184,28.99750328
