Date,CALF,EES,EPS,EZM,FNDA,FNDB,FNDX,IUS,IUSS,PRF,PRFZ,RWJ,RWK,RWL
21/03/2003,2484.384,1520.414,1976.54598,2504.9803,1520.414,394.9082,394.9082,394.9082,1520.414,394.9082,1520.414,2484.384,706.4458,394.9082
24/03/2003,2425.424,1484.083,1908.13782,2422.89464,1484.083,381.6978,381.6978,381.6978,1484.083,381.6978,1484.083,2425.424,683.8876,381.6978
25/03/2003,2450.49,1502.524,1931.17794,2454.75417,1502.524,385.5424,385.5424,385.5424,1502.524,385.5424,1502.524,2450.49,690.4874,385.5424
26/03/2003,2421.78,1488.071,1921.07027,2446.12192,1488.071,383.75,383.75,383.75,1488.071,383.75,1488.071,2421.78,686.8873,383.75
27/03/2003,2433.353,1494.225,1918.29879,2445,1494.225,383.1958,383.1958,383.1958,1494.225,383.1958,1494.225,2433.353,687.0427,383.1958
28/03/2003,2429.101,1491.058,1908.52748,2440.21146,1491.058,381.8866,381.8866,381.8866,1491.058,381.8866,1491.058,2429.101,686.2267,381.8866
31/03/2003,2407.548,1474.391,1876.04872,2411.8296,1474.391,375.4366,375.4366,375.4366,1474.391,375.4366,1474.391,2407.548,679.7007,375.4366
01/04/2003,2437.945,1491.212,1898.06142,2429.07325,1491.212,381.087,381.087,381.087,1491.212,381.087,1491.212,2437.945,687.0279,381.087
02/04/2003,2483.412,1522.071,1946.78747,2484.07092,1522.071,389.7842,389.7842,389.7842,1522.071,389.7842,1522.071,2483.412,700.2784,389.7842
03/04/2003,2474.102,1517.761,1936.40678,2469.67653,1517.761,386.1996,386.1996,386.1996,1517.761,386.1996,1517.761,2474.102,695.1365,386.1996
04/04/2003,2464.856,1509.941,1940.65354,2462.4256,1509.941,388.2626,388.2626,388.2626,1509.941,388.2626,1509.941,2464.856,696.117,388.2626
07/04/2003,2490.653,1523.229,1943.18366,2468.62795,1523.229,388.8008,388.8008,388.8008,1523.229,388.8008,1523.229,2490.653,697.7661,388.8008
08/04/2003,2481.003,1515.604,1938.79324,2454.01628,1515.604,387.5869,387.5869,387.5869,1515.604,387.5869,1515.604,2481.003,693.7121,387.5869
09/04/2003,2469.403,1506.075,1913.02768,2428.08119,1506.075,383.491,383.491,383.491,1506.075,383.491,1506.075,2469.403,688.1064,383.491
10/04/2003,2472.717,1507.757,1923.7736,2442.3964,1507.757,385.8669,385.8669,385.8669,1507.757,385.8669,1507.757,2472.717,692.0302,385.8669
11/04/2003,2462.638,1502.307,1917.86748,2439.69705,1502.307,384.7424,384.7424,384.7424,1502.307,384.7424,1502.307,2462.638,690.6254,384.7424
14/04/2003,2505.299,1527.955,1954.73174,2481.07557,1527.955,392.1546,392.1546,392.1546,1527.955,392.1546,1527.955,2505.299,702.4502,392.1546
15/04/2003,2519.1,1536.083,1967.10569,2497.68335,1536.083,395.3795,395.3795,395.3795,1536.083,395.3795,1536.083,2519.1,708.3027,395.3795
16/04/2003,2505.173,1528.508,1944.16873,2468.00567,1528.508,390.5289,390.5289,390.5289,1528.508,390.5289,1528.508,2505.173,701.1692,390.5289
17/04/2003,2544.213,1552.73,1973.45822,2508.53281,1552.73,395.4689,395.4689,395.4689,1552.73,395.4689,1552.73,2544.213,710.4095,395.4689
21/04/2003,2551.192,1559.252,1970.75756,2512.6918,1559.252,395.3941,395.3941,395.3941,1559.252,395.3941,1559.252,2551.192,712.5392,395.3941
22/04/2003,2589.748,1583.015,2012.38521,2559.74806,1583.015,404.3044,404.3044,404.3044,1583.015,404.3044,1583.015,2589.748,726.6657,404.3044
23/04/2003,2609.299,1598.425,2029.81563,2575.0585,1598.425,408.7147,408.7147,408.7147,1598.425,408.7147,1598.425,2609.299,730.0983,408.7147
24/04/2003,2594.03,1587.541,2013.28641,2562.25035,1587.541,404.7457,404.7457,404.7457,1587.541,404.7457,1587.541,2594.03,725.7324,404.7457
